Consumo,TCO,TCS,TIN,TMT,TMTb,TRE,TUD,Total general
1487,4,1,1,0,0,4,0,10
1488,10,2,2,0,0,1,0,15
1489,4,0,1,0,0,1,0,6
1490,11,0,0,0,0,2,0,13
1491,7,0,0,0,0,1,0,8
1492,11,0,2,0,0,2,0,15
1493,7,0,2,0,0,3,0,12
1494,13,0,0,0,0,1,0,14
1495,10,0,1,0,0,7,0,18
1496,9,1,0,0,0,2,0,12
1497,5,0,0,0,0,1,0,6
1498,8,0,1,0,0,4,0,13
1499,4,0,0,0,0,2,0,6
1500,13,0,2,0,0,5,0,20
1501,9,0,0,0,0,3,0,12
1502,10,0,0,0,0,1,0,11
1503,10,0,2,0,0,3,0,15
1504,4,0,0,0,0,3,0,7
1505,1,0,1,0,0,4,0,6
1506,4,0,0,0,0,2,0,6
1507,8,1,2,0,0,2,0,13
1508,8,1,1,0,0,4,0,14
1509,9,1,0,0,0,4,0,14
1510,14,0,1,0,0,0,0,15
1511,5,0,0,0,0,3,0,8
1512,6,0,0,0,0,1,0,7
1513,7,0,0,0,0,0,0,7
1514,6,0,0,0,0,1,0,7
1515,3,0,0,0,0,2,0,5
1516,5,0,0,0,0,0,0,5
1517,3,1,0,0,0,1,0,5
1518,5,0,0,0,0,2,0,7
1519,8,0,1,0,0,1,0,10
1520,8,1,0,0,0,2,0,11
1521,10,0,0,0,0,3,0,13
1522,4,1,1,0,0,3,0,9
1523,6,0,0,0,0,2,0,8
1524,5,0,0,0,0,2,0,7
1525,5,1,0,0,0,0,0,6
1526,6,0,0,0,0,0,0,6
1527,3,1,0,0,0,4,0,8
1528,10,1,0,0,0,2,0,13
1529,5,0,1,0,0,3,0,9
1530,12,0,0,0,0,4,0,16
1531,9,0,1,0,0,1,0,11
1532,8,1,0,0,0,1,0,10
1533,7,0,1,0,0,1,0,9
1534,7,0,0,0,0,0,0,7
1535,10,1,0,0,0,3,0,14
1536,5,1,0,0,0,0,0,6
1537,10,1,0,0,0,4,0,15
1538,4,1,0,0,0,1,0,6
1539,7,0,0,0,0,1,0,8
1540,5,0,0,0,0,2,0,7
1541,7,0,0,0,0,3,0,10
1542,6,1,0,0,0,3,0,10
1543,7,1,2,0,0,0,0,10
1544,6,0,0,0,0,1,0,7
1545,5,0,0,0,0,2,0,7
1546,8,0,0,0,0,4,0,12
1547,4,0,0,0,0,3,0,7
1548,6,2,0,0,0,1,0,9
1549,5,0,0,0,0,1,0,6
1550,9,0,3,0,0,0,0,12
1551,11,0,0,0,0,1,0,12
1552,6,0,0,0,0,3,0,9
1553,2,0,1,0,0,2,0,5
1554,4,1,2,0,0,1,0,8
1555,10,1,0,0,0,1,0,12
1556,4,0,0,0,0,7,0,11
1557,3,0,1,0,0,2,0,6
1558,7,0,0,0,0,2,0,9
1559,9,1,0,0,0,0,0,10
1560,10,1,1,0,0,1,0,13
1561,8,0,0,0,0,1,0,9
1562,6,0,0,0,0,4,0,10
1563,2,0,1,0,0,2,0,5
1564,7,0,0,0,0,3,0,10
1565,8,2,0,0,0,4,0,14
1566,8,0,0,0,0,2,0,10
1567,14,0,0,0,0,1,0,15
1568,4,1,0,0,0,1,0,6
1569,9,0,0,0,0,0,0,9
1570,9,0,0,0,0,3,0,12
1571,6,2,0,0,0,1,0,9
1572,7,1,1,0,0,1,0,10
1573,7,0,0,0,0,0,0,7
1574,4,0,0,0,0,1,0,5
1575,5,0,0,0,0,3,0,8
1576,7,0,0,0,0,0,0,7
1577,3,0,0,0,0,1,0,4
1578,6,0,0,0,0,4,0,10
1579,7,0,1,0,0,4,0,12
1580,8,0,1,0,0,3,0,12
1581,8,0,2,0,0,1,0,11
1582,11,0,2,0,0,1,0,14
1583,7,0,0,0,0,2,0,9
1584,5,0,0,0,0,2,0,7
1585,6,0,1,0,0,0,0,7
1586,5,2,0,0,0,1,0,8
1587,4,1,0,0,0,3,0,8
1588,8,0,0,0,0,5,0,13
1589,8,0,0,0,0,3,0,11
1590,8,2,0,0,0,3,0,13
1591,12,2,1,0,0,1,0,16
1592,2,0,0,0,0,2,0,4
1593,5,0,0,0,0,1,0,6
1594,9,0,0,0,0,2,0,11
1595,9,0,2,0,0,3,0,14
1596,9,0,0,0,0,0,0,9
1597,5,0,0,0,0,4,0,9
1598,3,1,0,0,0,1,0,5
1599,5,1,0,0,0,2,0,8
1600,12,1,0,0,0,1,0,14
1601,12,1,0,0,0,1,0,14
1602,10,0,0,0,0,1,0,11
1603,7,0,1,0,0,3,0,11
1604,6,0,1,0,0,4,0,11
1605,11,0,2,0,0,5,0,18
1606,10,0,0,0,0,2,0,12
1607,5,2,0,0,0,2,0,9
1608,11,0,1,0,0,4,0,16
1609,6,0,0,0,0,1,0,7
1610,5,1,0,0,0,4,0,10
1611,9,0,0,0,0,1,0,10
1612,4,0,0,0,0,1,0,5
1613,5,0,0,0,0,3,0,8
1614,4,0,0,0,0,2,0,6
1615,8,0,0,0,0,3,0,11
1616,4,0,0,0,0,0,0,4
1617,7,0,0,0,0,1,0,8
1618,14,0,0,0,0,1,0,15
1619,9,0,0,0,0,0,0,9
1620,10,0,0,0,0,4,0,14
1621,3,0,1,0,0,0,0,4
1622,10,0,0,0,0,3,0,13
1623,4,0,1,0,0,4,0,9
1624,8,0,0,0,0,1,0,9
1625,8,0,0,0,0,1,0,9
1626,6,0,0,0,0,1,0,7
1627,7,0,1,0,0,1,0,9
1628,6,0,0,0,0,1,0,7
1629,5,0,1,0,0,0,0,6
1630,8,0,0,0,0,1,0,9
1631,11,0,0,0,0,1,0,12
1632,21,2,0,0,0,2,0,25
1633,2,0,0,0,0,3,0,5
1634,8,1,1,0,0,4,0,14
1635,11,1,1,0,0,2,0,15
1636,10,0,0,0,0,1,0,11
1637,7,0,1,0,0,1,0,9
1638,8,0,1,0,0,0,0,9
1639,2,1,0,0,0,3,0,6
1640,8,0,2,0,0,1,0,11
1641,8,0,0,0,0,2,0,10
1642,4,1,0,0,0,3,0,8
1643,5,1,0,0,0,2,0,8
1644,11,0,0,0,0,1,0,12
1645,4,0,1,0,0,1,0,6
1646,5,1,0,0,0,2,0,8
1647,12,0,1,0,0,2,0,15
1648,1,2,0,0,0,0,0,3
1649,7,0,0,0,0,0,0,7
1650,17,0,0,0,0,2,0,19
1651,4,0,0,0,0,5,0,9
1652,7,0,0,0,0,4,0,11
1653,8,0,0,0,0,1,0,9
1654,6,0,0,0,0,2,0,8
1655,4,0,0,0,0,5,0,9
1656,7,1,0,0,0,1,0,9
1657,3,0,0,0,0,0,0,3
1658,6,0,0,0,0,1,0,7
1659,8,0,0,0,0,0,0,8
1660,6,0,0,0,0,1,0,7
1661,7,1,0,0,0,0,0,8
1662,3,1,0,0,0,3,0,7
1663,6,0,0,0,0,2,0,8
1664,7,0,2,0,0,2,0,11
1665,4,0,0,0,0,2,0,6
1666,3,0,1,0,0,0,0,4
1667,3,0,0,0,0,1,0,4
1668,7,0,0,0,0,0,0,7
1669,5,0,0,0,0,5,0,10
1670,7,0,0,0,0,1,0,8
1671,8,0,0,0,0,5,0,13
1672,9,0,0,0,0,2,0,11
1673,8,0,0,0,0,3,0,11
1674,6,1,0,0,0,2,0,9
1675,6,0,1,0,0,4,0,11
1676,2,1,0,0,0,5,0,8
1677,3,0,0,0,0,1,0,4
1678,3,0,0,0,0,0,0,3
1679,8,0,0,0,0,1,0,9
1680,11,0,3,0,0,1,0,15
1681,8,0,0,0,0,2,0,10
1682,5,0,0,0,0,0,0,5
1683,10,0,0,0,0,4,0,14
1684,5,0,0,0,0,1,0,6
1685,10,0,0,0,0,4,0,14
1686,10,0,0,0,0,0,0,10
1687,5,0,1,0,0,2,0,8
1688,7,0,0,0,0,3,0,10
1689,10,0,1,0,0,0,0,11
1690,5,1,0,0,0,0,0,6
1691,3,1,0,0,0,1,0,5
1692,3,0,1,0,0,3,0,7
1693,3,0,0,0,0,1,0,4
1694,2,1,1,0,0,2,0,6
1695,9,1,1,0,0,3,0,14
1696,4,0,0,0,0,3,0,7
1697,7,0,0,0,0,0,0,7
1698,2,0,0,0,0,1,0,3
1699,6,0,0,0,0,1,0,7
1700,3,0,2,0,0,3,0,8
1701,9,0,0,0,0,0,0,9
1702,9,0,0,0,0,3,0,12
1703,4,0,1,0,0,0,0,5
1704,6,1,1,0,0,2,0,10
1705,5,0,0,0,0,1,0,6
1706,7,0,1,0,0,0,0,8
1707,5,1,1,0,0,2,0,9
1708,6,0,1,0,0,2,0,9
1709,4,0,1,0,0,1,0,6
1710,9,1,1,0,0,2,0,13
1711,8,1,0,0,0,0,0,9
1712,7,0,0,0,0,3,0,10
1713,5,0,0,0,0,0,0,5
1714,12,1,2,0,0,0,0,15
1715,4,0,0,0,0,0,0,4
1716,5,0,0,0,0,1,0,6
1717,4,1,0,0,0,3,0,8
1718,6,0,0,0,0,2,0,8
1719,8,0,1,0,0,1,0,10
1720,4,1,0,0,0,3,0,8
1721,7,0,0,0,0,2,0,9
1722,8,0,0,0,0,2,0,10
1723,7,0,0,0,0,0,0,7
1724,7,0,0,0,0,1,0,8
1725,8,0,0,0,0,2,0,10
1726,3,0,0,0,0,0,0,3
1727,7,0,0,0,0,1,0,8
1728,6,0,0,0,0,1,0,7
1729,5,1,0,0,0,2,0,8
1730,6,0,0,0,0,2,0,8
1731,5,0,1,0,0,2,0,8
1732,3,1,0,0,0,0,0,4
1733,4,0,1,0,0,1,0,6
1734,7,0,1,0,0,4,0,12
1735,3,0,0,0,0,0,0,3
1736,6,0,0,0,0,2,0,8
1737,8,0,0,0,0,0,0,8
1738,8,0,0,0,0,0,0,8
1739,8,1,0,0,0,2,0,11
1740,6,0,0,0,0,1,0,7
1741,9,2,0,0,0,2,0,13
1742,4,1,1,0,0,0,0,6
1743,1,0,0,0,0,1,0,2
1744,9,1,0,0,0,3,0,13
1745,6,1,0,0,0,4,0,11
1746,10,0,0,0,0,3,0,13
1747,4,1,0,0,0,2,0,7
1748,5,0,1,0,0,2,0,8
1749,5,0,0,0,0,2,0,7
1750,12,0,5,0,0,2,0,19
1751,11,0,0,0,0,1,0,12
1752,5,0,0,0,0,3,0,8
1753,4,1,1,0,0,1,0,7
1754,11,0,0,0,0,1,0,12
1755,6,0,0,0,0,1,0,7
1756,5,0,0,0,0,1,0,6
1757,9,0,0,0,0,0,0,9
1758,7,0,0,0,0,3,0,10
1759,3,1,1,0,0,2,0,7
1760,5,0,0,0,0,0,0,5
1761,8,0,1,0,0,1,0,10
1762,6,0,0,0,0,1,0,7
1763,3,1,0,0,0,0,0,4
1764,5,0,0,0,0,2,0,7
1765,6,0,0,0,0,1,0,7
1766,3,0,0,0,0,1,0,4
1767,6,0,0,0,0,1,0,7
1768,6,1,0,0,0,0,0,7
1769,3,0,1,0,0,5,0,9
1770,6,1,2,0,0,4,0,13
1771,9,0,0,0,0,3,0,12
1772,10,0,0,0,0,1,0,11
1773,4,0,2,0,0,0,0,6
1774,9,0,0,0,0,1,0,10
1775,7,0,0,0,0,1,0,8
1776,11,0,0,0,0,0,0,11
1777,3,0,0,0,0,0,0,3
1778,4,0,0,0,0,0,0,4
1779,7,1,0,0,0,1,0,9
1780,7,0,0,0,0,2,0,9
1781,9,0,0,0,0,1,0,10
1782,7,0,0,0,0,0,0,7
1783,5,1,0,0,0,2,0,8
1784,10,0,0,0,0,5,0,15
1785,7,1,0,0,0,1,0,9
1786,7,0,0,0,0,2,0,9
1787,5,0,0,0,0,4,0,9
1788,6,1,0,0,0,0,0,7
1789,7,0,0,0,0,2,0,9
1790,7,0,0,0,0,4,0,11
1791,4,0,0,0,0,3,0,7
1792,5,1,1,0,0,1,0,8
1793,2,0,1,0,0,0,0,3
1794,9,0,0,0,0,1,0,10
1795,6,0,3,0,0,5,0,14
1796,3,0,0,0,0,2,0,5
1797,9,0,0,0,0,1,0,10
1798,1,0,0,0,0,1,0,2
1799,7,0,0,0,0,0,0,7
1800,6,0,1,0,0,0,0,7
1801,6,0,1,0,0,1,0,8
1802,7,0,0,0,0,2,0,9
1803,4,0,0,0,0,0,0,4
1804,2,0,0,0,0,4,0,6
1805,3,0,0,0,0,1,0,4
1806,4,0,0,0,0,2,0,6
1807,8,1,0,0,0,1,0,10
1808,2,0,0,0,0,1,0,3
1809,4,1,1,0,0,0,0,6
1810,8,0,0,0,0,1,0,9
1811,4,0,0,0,0,3,0,7
1812,6,0,1,0,0,0,0,7
1813,6,0,0,0,0,2,0,8
1814,9,0,0,0,0,2,0,11
1815,2,0,0,0,0,1,0,3
1816,5,0,0,0,0,1,0,6
1817,3,0,0,0,0,4,0,7
1818,1,0,1,0,0,3,0,5
1819,5,0,1,0,0,1,0,7
1820,4,0,0,0,0,0,0,4
1821,5,0,0,0,0,5,0,10
1822,8,0,1,0,0,1,0,10
1823,6,1,0,0,0,1,0,8
1824,7,1,0,0,0,0,0,8
1825,3,1,0,0,0,2,0,6
1826,3,0,3,0,0,2,0,8
1827,4,0,0,0,0,2,0,6
1828,8,0,0,0,0,2,0,10
1829,8,0,0,0,0,2,0,10
1830,12,1,0,0,0,2,0,15
1831,3,0,0,0,0,1,0,4
1832,6,1,1,0,0,4,0,12
1833,6,1,0,0,0,0,0,7
1834,6,1,0,0,0,0,0,7
1835,3,0,0,0,0,1,0,4
1836,6,0,1,0,0,2,0,9
1837,7,0,2,0,0,2,0,11
1838,6,1,2,0,0,3,0,12
1839,3,0,0,0,0,0,0,3
1840,9,0,0,0,0,2,0,11
1841,5,0,0,0,0,0,0,5
1842,7,1,0,0,0,1,0,9
1843,5,1,0,0,0,3,0,9
1844,6,0,1,0,0,2,0,9
1845,6,2,0,0,0,2,0,10
1846,4,1,1,0,0,1,0,7
1847,2,0,1,0,0,1,0,4
1848,2,0,0,0,0,3,0,5
1849,5,0,1,0,0,1,0,7
1850,3,0,1,0,0,1,0,5
1851,3,0,0,0,0,0,0,3
1852,7,0,0,0,0,2,0,9
1853,9,0,1,0,0,1,0,11
1854,8,0,0,0,0,0,0,8
1855,2,0,0,0,0,1,0,3
1856,5,0,0,0,0,0,0,5
1857,7,0,0,0,0,2,0,9
1858,3,0,0,0,0,1,0,4
1859,3,0,0,0,0,0,0,3
1860,6,0,0,0,0,2,0,8
1861,3,0,0,0,0,1,0,4
1862,8,0,0,0,0,0,0,8
1863,4,0,0,0,0,1,0,5
1864,10,0,0,0,0,1,0,11
1865,6,0,0,0,0,1,0,7
1866,6,1,0,0,0,1,0,8
1867,5,0,0,0,0,0,0,5
1868,5,1,0,0,0,2,0,8
1869,5,0,0,0,0,1,0,6
1870,7,0,1,0,0,3,0,11
1871,7,0,0,0,0,3,0,10
1872,8,1,0,0,0,2,0,11
1873,1,1,0,0,0,3,0,5
1874,1,0,0,0,0,1,0,2
1875,5,0,1,0,0,2,0,8
1876,0,0,0,0,0,1,0,1
1877,5,0,1,0,0,3,0,9
1878,3,0,1,0,0,1,0,5
1879,0,1,1,0,0,3,0,5
1880,4,1,1,0,0,1,0,7
1881,6,0,0,0,0,5,0,11
1882,4,0,0,0,0,3,0,7
1883,2,0,0,0,0,1,0,3
1884,10,0,0,0,0,1,0,11
1885,3,1,1,0,0,3,0,8
1886,3,0,1,0,0,0,0,4
1887,2,0,1,0,0,1,0,4
1888,5,1,0,0,0,0,0,6
1889,3,0,0,0,0,1,0,4
1890,9,0,0,0,0,2,0,11
1891,3,0,0,0,0,0,0,3
1892,5,1,1,0,0,3,0,10
1893,7,0,0,0,0,1,0,8
1894,4,0,1,0,0,1,0,6
1895,8,0,0,0,0,0,0,8
1896,4,0,0,0,0,1,0,5
1897,5,0,1,0,0,4,0,10
1898,5,0,1,0,0,1,0,7
1899,8,0,0,0,0,0,0,8
1900,5,0,1,0,0,1,0,7
1901,6,2,1,0,0,1,0,10
1902,9,0,1,0,0,3,0,13
1903,5,1,0,0,0,1,0,7
1904,5,0,0,0,0,3,0,8
1905,7,0,1,0,0,4,0,12
1906,1,0,0,0,0,3,0,4
1907,5,0,0,0,0,0,0,5
1908,7,0,0,0,0,2,0,9
1909,7,0,1,0,0,2,0,10
1910,4,0,0,0,0,2,0,6
1911,4,0,0,0,0,0,0,4
1912,7,0,0,0,0,2,0,9
1913,1,0,0,0,0,1,0,2
1914,6,0,0,0,0,1,0,7
1915,2,0,0,0,0,0,0,2
1916,4,0,0,0,0,2,0,6
1917,4,0,1,0,0,1,0,6
1918,2,0,0,0,0,1,0,3
1919,12,0,0,0,0,0,0,12
1920,9,0,1,0,0,2,0,12
1921,4,1,0,0,0,0,0,5
1922,6,0,2,0,0,1,0,9
1923,1,0,0,0,0,1,0,2
1924,8,0,0,0,0,1,0,9
1925,6,1,0,0,0,3,0,10
1926,4,1,0,0,0,2,0,7
1927,5,0,1,0,0,0,0,6
1928,2,1,0,0,0,0,0,3
1929,3,0,1,0,0,4,0,8
1930,7,0,0,0,0,4,0,11
1931,2,0,0,0,0,1,0,3
1932,9,0,0,0,0,0,0,9
1933,5,0,0,0,0,4,0,9
1934,2,0,0,0,0,0,0,2
1935,7,1,0,0,0,1,0,9
1936,6,0,0,0,0,1,0,7
1937,6,0,0,0,0,1,0,7
1938,7,1,0,0,0,0,0,8
1939,4,0,0,0,0,1,0,5
1940,7,0,1,0,0,1,0,9
1941,7,0,0,0,0,0,0,7
1942,5,0,0,0,0,0,0,5
1943,3,1,0,0,0,1,0,5
1944,4,1,0,0,0,0,0,5
1945,6,0,0,0,0,0,0,6
1946,4,0,0,0,0,1,0,5
1947,2,0,1,0,0,1,0,4
1948,9,1,0,0,0,2,0,12
1949,3,0,0,0,0,1,0,4
1950,4,1,0,0,0,0,0,5
1951,2,0,0,0,0,2,0,4
1952,8,1,0,0,0,0,0,9
1953,3,0,0,0,0,0,0,3
1954,7,0,0,0,0,0,0,7
1955,6,0,2,0,0,0,0,8
1956,4,0,0,0,0,2,0,6
1957,5,0,0,0,0,0,0,5
1958,15,0,4,0,0,3,0,22
1959,5,0,0,0,0,1,0,6
1960,8,0,0,0,0,0,0,8
1961,4,0,0,0,0,1,0,5
1962,2,0,0,0,0,0,0,2
1963,4,0,0,0,0,2,0,6
1964,3,1,0,0,0,1,0,5
1965,6,0,0,0,0,2,0,8
1966,2,1,0,0,0,0,0,3
1967,2,0,1,0,0,2,0,5
1968,3,0,0,0,0,0,0,3
1969,3,0,0,0,0,2,0,5
1970,6,1,0,0,0,3,0,10
1971,3,0,0,0,0,3,0,6
1972,8,1,1,0,0,1,0,11
1973,2,0,0,0,0,0,0,2
1974,4,0,0,0,0,1,0,5
1975,2,0,0,0,0,2,0,4
1976,4,0,0,0,0,1,0,5
1977,3,0,0,0,0,0,0,3
1978,6,0,0,0,0,0,0,6
1979,5,0,0,0,0,2,0,7
1980,12,0,1,0,0,2,0,15
1981,5,0,0,0,0,1,0,6
1982,7,1,0,0,0,0,0,8
1983,7,0,2,0,0,1,0,10
1984,1,0,0,0,0,0,0,1
1985,8,0,1,0,0,2,0,11
1986,5,0,0,0,0,1,0,6
1987,6,0,0,0,0,0,0,6
1988,1,0,0,0,0,2,0,3
1989,3,0,0,0,0,0,0,3
1990,3,0,1,0,0,0,0,4
1991,3,0,1,0,0,1,0,5
1992,4,0,1,0,0,3,0,8
1993,4,1,0,0,0,0,0,5
1994,2,1,0,0,0,0,0,3
1995,1,1,1,0,0,0,0,3
1996,8,0,0,0,0,0,0,8
1997,5,0,0,0,0,0,0,5
1998,7,0,1,0,0,1,0,9
1999,4,0,0,0,0,0,0,4
2000,2,1,1,0,0,1,0,5
2001,6,0,0,0,0,0,0,6
2002,2,0,0,0,0,2,0,4
2003,10,0,1,0,0,0,0,11
2004,2,0,0,0,0,0,0,2
2005,6,0,0,0,0,1,0,7
2006,6,0,0,0,0,0,0,6
2007,3,0,0,0,0,0,0,3
2008,3,0,1,0,0,0,0,4
2009,1,0,0,0,0,0,0,1
2010,6,0,0,0,0,0,0,6
2011,4,0,1,0,0,0,0,5
2012,1,0,0,0,0,0,0,1
2013,3,0,0,0,0,1,0,4
2014,3,0,0,0,0,0,0,3
2015,5,0,0,0,0,1,0,6
2016,4,0,1,0,0,0,0,5
2017,4,0,0,0,0,0,0,4
2018,5,1,0,0,0,3,0,9
2019,2,0,1,0,0,0,0,3
2020,6,0,0,0,0,3,0,9
2021,2,0,2,0,0,1,0,5
2022,4,0,0,0,0,0,0,4
2023,2,0,0,0,0,3,0,5
2024,9,0,0,0,0,0,0,9
2025,7,1,1,0,0,1,0,10
2026,2,2,0,0,0,1,0,5
2027,3,1,1,0,0,0,0,5
2028,2,0,1,0,0,0,0,3
2029,1,0,0,0,0,0,0,1
2030,2,0,0,0,0,0,0,2
2031,5,0,0,0,0,1,0,6
2032,5,0,0,0,0,1,0,6
2033,6,1,1,0,0,1,0,9
2034,4,0,0,0,0,1,0,5
2035,6,0,1,0,0,0,0,7
2036,3,0,0,0,0,0,0,3
2037,2,0,1,0,0,1,0,4
2038,6,0,0,0,0,0,0,6
2039,2,0,0,0,0,0,0,2
2040,6,0,0,0,0,2,0,8
2041,5,1,0,0,0,0,0,6
2042,4,0,0,0,0,2,0,6
2043,2,0,0,0,0,3,0,5
2044,3,0,0,0,0,0,0,3
2045,5,0,0,0,0,0,0,5
2046,8,0,0,0,0,0,0,8
2047,6,0,1,0,0,0,0,7
2048,3,1,0,0,0,1,0,5
2049,4,0,0,0,0,0,0,4
2050,4,0,1,0,0,0,0,5
2051,4,0,0,0,0,0,0,4
2052,7,0,0,0,0,1,0,8
2053,2,1,0,0,0,0,0,3
2054,2,0,1,0,0,0,0,3
2055,4,0,0,0,0,0,0,4
2056,5,0,0,0,0,1,0,6
2057,2,2,1,0,0,2,0,7
2058,3,1,2,0,0,3,0,9
2059,3,0,0,0,0,0,0,3
2060,2,0,0,0,0,1,0,3
2061,5,0,0,0,0,2,0,7
2062,4,0,0,0,0,1,0,5
2063,6,0,0,0,0,1,0,7
2064,1,0,0,0,0,0,0,1
2065,2,1,1,0,0,0,0,4
2066,3,0,1,0,0,1,0,5
2067,5,0,0,0,0,1,0,6
2068,2,0,0,0,0,2,0,4
2069,6,1,0,0,0,0,0,7
2070,7,0,0,0,0,3,0,10
2071,1,0,0,0,0,0,0,1
2072,7,0,0,0,0,2,0,9
2073,7,0,0,0,0,1,0,8
2074,2,0,1,0,0,1,0,4
2075,5,1,1,0,0,0,0,7
2076,6,0,0,0,0,0,0,6
2077,8,1,0,0,0,1,0,10
2078,6,1,0,0,0,0,0,7
2079,4,0,0,0,0,0,0,4
2080,10,0,0,0,0,1,0,11
2081,7,0,1,0,0,1,0,9
2082,3,0,0,0,0,1,0,4
2083,1,0,1,0,0,0,0,2
2084,9,0,2,0,0,1,0,12
2085,5,0,1,0,0,2,0,8
2086,4,0,0,0,0,0,0,4
2087,3,0,1,0,0,0,0,4
2088,5,0,0,0,0,0,0,5
2089,6,0,0,0,0,0,0,6
2090,5,0,0,0,0,0,0,5
2091,2,0,1,0,0,1,0,4
2092,4,0,1,0,0,2,0,7
2093,2,1,0,0,0,1,0,4
2094,3,0,0,0,0,2,0,5
2095,6,0,0,0,0,1,0,7
2096,2,0,0,0,0,0,0,2
2097,4,0,0,0,0,1,0,5
2098,4,0,0,0,0,1,0,5
2099,0,0,0,0,0,2,0,2
2100,8,0,0,0,0,2,0,10
2101,1,0,0,0,0,1,0,2
2102,5,0,0,0,0,0,0,5
2103,6,0,0,0,0,1,0,7
2104,5,0,0,0,0,2,0,7
2105,6,0,0,0,0,1,0,7
2106,5,0,0,0,0,0,0,5
2107,0,1,0,0,0,0,0,1
2108,5,0,0,0,0,0,0,5
2109,6,0,0,0,0,0,0,6
2110,3,0,0,0,0,1,0,4
2111,5,0,0,0,0,0,0,5
2112,3,0,0,0,0,2,0,5
2113,2,0,0,0,0,0,0,2
2114,0,1,0,0,0,0,0,1
2115,9,0,0,0,0,2,0,11
2116,5,0,0,0,0,0,0,5
2117,0,0,0,0,0,2,0,2
2118,3,1,0,0,0,1,0,5
2119,4,0,0,0,0,0,0,4
2120,4,0,0,0,0,1,0,5
2122,11,0,0,0,0,0,0,11
2123,4,0,0,0,0,0,0,4
2124,2,0,0,0,0,1,0,3
2125,2,0,0,0,0,2,0,4
2126,1,0,0,0,0,0,0,1
2127,1,0,0,0,0,1,0,2
2128,2,0,1,0,0,0,0,3
2129,2,0,0,0,0,1,0,3
2130,6,0,1,0,0,3,0,10
2131,0,0,1,0,0,1,0,2
2132,4,1,0,0,0,0,0,5
2133,4,0,0,0,0,0,0,4
2134,7,0,0,0,0,1,0,8
2135,2,0,1,0,0,0,0,3
2136,4,0,0,0,0,0,0,4
2137,4,0,0,0,0,2,0,6
2138,4,0,0,0,0,0,0,4
2139,5,0,0,0,0,0,0,5
2140,0,0,0,0,0,1,0,1
2141,2,1,1,0,0,1,0,5
2142,8,0,1,0,0,0,0,9
2143,6,1,0,0,0,1,0,8
2144,3,0,0,0,0,1,0,4
2145,8,1,0,0,0,2,0,11
2146,7,0,0,0,0,3,0,10
2147,6,0,0,0,0,2,0,8
2148,5,1,0,0,0,1,0,7
2149,4,1,0,0,0,0,0,5
2150,7,0,0,0,0,2,0,9
2151,2,0,0,0,0,1,0,3
2152,3,0,1,0,0,0,0,4
2153,4,1,0,0,0,0,0,5
2154,4,0,0,0,0,0,0,4
2155,3,1,0,0,0,2,0,6
2156,4,0,0,0,0,2,0,6
2157,3,0,0,0,0,1,0,4
2158,1,0,0,0,0,1,0,2
2159,3,0,1,0,0,0,0,4
2160,7,1,1,0,0,1,0,10
2161,2,0,1,0,0,0,0,3
2162,6,0,0,0,0,1,0,7
2163,3,0,0,0,0,1,0,4
2164,3,0,0,0,0,1,0,4
2165,4,0,0,0,0,2,0,6
2166,1,1,1,0,0,0,0,3
2167,6,0,1,0,0,0,0,7
2168,5,0,0,0,0,1,0,6
2169,2,0,0,0,0,0,0,2
2170,9,0,1,0,0,0,0,10
2171,2,0,0,0,0,2,0,4
2172,4,0,0,0,0,0,0,4
2173,6,0,0,0,0,1,0,7
2174,4,0,0,0,0,2,0,6
2175,4,1,0,0,0,0,0,5
2176,3,0,0,0,0,0,0,3
2177,2,0,0,0,0,0,0,2
2178,3,0,0,0,0,1,0,4
2179,7,0,0,0,0,1,0,8
2180,4,0,0,0,0,0,0,4
2181,2,0,0,0,0,0,0,2
2182,4,0,0,0,0,0,0,4
2183,3,0,0,0,0,2,0,5
2184,3,1,0,0,0,0,0,4
2185,3,1,0,0,0,0,0,4
2186,2,0,0,0,0,1,0,3
2187,3,0,0,0,0,2,0,5
2188,2,0,0,0,0,0,0,2
2189,4,0,0,0,0,1,0,5
2190,4,1,0,0,0,0,0,5
2191,2,0,0,0,0,0,0,2
2192,5,0,0,0,0,1,0,6
2193,2,0,0,0,0,0,0,2
2194,5,1,1,0,0,2,0,9
2195,2,0,0,0,0,0,0,2
2196,3,0,0,0,0,0,0,3
2197,2,1,0,0,0,0,0,3
2198,4,1,0,0,0,0,0,5
2199,1,0,0,0,0,1,0,2
2200,5,0,0,0,0,1,0,6
2201,2,0,0,0,0,0,0,2
2202,5,0,0,0,0,0,0,5
2203,7,2,1,0,0,2,0,12
2204,3,0,0,0,0,1,0,4
2205,4,0,0,0,0,0,0,4
2206,3,0,0,0,0,0,0,3
2207,4,0,0,0,0,3,0,7
2208,1,0,0,0,0,0,0,1
2209,3,0,0,0,0,0,0,3
2210,5,0,0,0,0,0,0,5
2211,2,0,2,0,0,0,0,4
2212,7,1,0,0,0,1,0,9
2213,1,0,0,0,0,0,0,1
2214,9,2,0,0,0,0,0,11
2215,4,0,1,0,0,0,0,5
2216,5,0,0,0,0,0,0,5
2217,5,0,0,0,0,0,0,5
2218,4,0,1,0,0,0,0,5
2219,6,0,2,0,0,0,0,8
2220,4,0,0,0,0,2,0,6
2221,2,1,0,0,0,0,0,3
